"abundance","density","group"
49.471512247926,49.8294671667799,"group_b"
50.0799455978096,50.0485883426299,"group_b"
48.9445012697146,48.92000120279,"group_b"
51.4776017988924,51.6580895787146,"group_b"
49.5590477681989,49.21608399093,"group_b"
50.9577956925201,50.3682249583304,"group_b"
49.0983282997028,48.9352931779126,"group_b"
49.9331585947788,49.4534587914798,"group_b"
51.9917052887239,51.4282393267516,"group_b"
50.148554211113,49.9348572789761,"group_b"
50.5249514414044,50.3563249192733,"group_b"
49.7082212262942,49.2951781154503,"group_b"
49.7330432132446,48.4135719874964,"group_b"
49.7445603269804,49.9489886235297,"group_b"
50.4220862167717,50.2546340462342,"group_b"
50.332908471831,49.9341174738348,"group_b"
49.1608215640175,50.4030538584018,"group_b"
50.1415055060262,51.3689651105601,"group_b"
50.2208765943067,51.2599053169045,"group_b"
50.1286602379457,48.8892872895145,"group_b"
50.1791509552219,51.2331682956146,"group_b"
51.2098478069195,51.1315678354803,"group_b"
50.326010023587,49.4483615117996,"group_b"
48.5385615403365,48.4823826526478,"group_b"
48.5104688336502,47.6546128717788,"group_b"
51.2260776179604,51.0238020035531,"group_b"
49.4757070398158,49.6797044063268,"group_b"
50.4783022997384,50.2141904049697,"group_b"
50.2070363173882,49.7205578312316,"group_b"
50.7092620611164,50.5061665104993,"group_b"
50.8824993633128,50.8098613817598,"group_b"
49.5371037917336,49.5817764400093,"group_b"
48.3735317948138,48.4528143687496,"group_b"
49.0590682337898,48.9348431593437,"group_b"
49.8428581429581,49.5956720438283,"group_b"
50.6343076724195,50.3942967444426,"group_b"
51.333564838999,50.5305015721736,"group_b"
50.3842449888812,50.4202571407148,"group_b"
50.430702783737,49.510429139144,"group_b"
50.0213572387165,49.7845792387592,"group_b"
50.7896080119153,50.9036176786853,"group_b"
50.0737610655865,49.9333559271697,"group_b"
51.9116600252537,52.0290849598016,"group_b"
48.7806341346561,48.3501018007905,"group_b"
50.7202468599179,51.4989327554337,"group_b"
50.6693887168392,49.9394207924539,"group_b"
50.2424375607846,52.1317553536149,"group_b"
52.3357999911548,51.5604313651646,"group_b"
51.037009085964,51.0791735105443,"group_b"
48.8421475635518,49.407861782422,"group_b"
49.2847910308758,49.4613895982185,"group_b"
50.3450362988175,51.129132931527,"group_b"
49.9984615646536,50.2381337444752,"group_b"
50.1631685240006,50.1595486604367,"group_b"
49.9579398633948,50.3649344643681,"group_b"
50.7227834335988,50.1926541248797,"group_b"
48.7237749333861,49.0381002776152,"group_b"
48.8786884903743,48.9436399946039,"group_b"
50.9871263603219,51.043091939257,"group_b"
51.022659050931,50.9515087841682,"group_b"
49.9839690243222,50.2584460080125,"group_b"
49.6241396249608,49.3585327645308,"group_b"
50.7003283714117,50.5879826890553,"group_b"
50.1548362547404,50.3300722728566,"group_b"
